,timestamp,open,high,low,close,volume
0,2023-06-01 04:29:00,297.0,297.0,297.0,297.0,3
1,2023-06-01 04:30:00,302.66,302.66,302.66,302.66,1
2,2023-06-01 04:38:00,299.08,299.08,299.08,299.08,1
3,2023-06-01 04:40:00,298.9,298.9,296.85,296.85,8
4,2023-06-01 04:41:00,296.85,296.85,296.85,296.85,1
5,2023-06-01 04:42:00,296.85,296.85,296.8,296.8,7
6,2023-06-01 04:47:00,297.02,297.02,297.02,297.02,26
7,2023-06-01 04:48:00,298.0,298.0,298.0,298.0,7
8,2023-06-01 04:50:00,298.8,298.8,298.8,298.8,14
9,2023-06-01 04:56:00,298.5,298.5,298.0,298.0,8
10,2023-06-01 04:57:00,298.5,299.0,298.5,299.0,22
11,2023-06-01 05:00:00,299.0,299.0,299.0,299.0,11
12,2023-06-01 05:01:00,299.0,299.0,299.0,299.0,3
13,2023-06-01 05:07:00,299.01,299.01,299.01,299.01,1
14,2023-06-01 05:15:00,299.1,299.1,299.0,299.01,16
15,2023-06-01 05:17:00,298.5,298.5,298.5,298.5,60
16,2023-06-01 05:21:00,299.01,299.01,299.01,299.01,57
17,2023-06-01 05:22:00,299.01,299.01,299.01,299.01,46
18,2023-06-01 05:26:00,299.01,299.01,299.01,299.01,5
19,2023-06-01 05:27:00,299.01,299.01,299.0,299.0,59
20,2023-06-01 05:28:00,299.0,299.0,299.0,299.0,29
21,2023-06-01 05:30:00,299.01,299.01,299.0,299.0,34
22,2023-06-01 05:31:00,299.0,299.0,299.0,299.0,4
23,2023-06-01 05:33:00,299.0,299.0,299.0,299.0,15
24,2023-06-01 05:34:00,300.0,300.0,300.0,300.0,5
25,2023-06-01 05:35:00,300.0,300.0,300.0,300.0,5
26,2023-06-01 05:36:00,299.0,299.0,299.0,299.0,24
27,2023-06-01 05:42:00,300.0,300.0,300.0,300.0,2
28,2023-06-01 05:45:00,299.0,299.0,299.0,299.0,26
29,2023-06-01 05:47:00,299.0,299.0,299.0,299.0,36
30,2023-06-01 05:50:00,298.0,298.0,298.0,298.0,28
31,2023-06-01 05:52:00,298.0,298.0,298.0,298.0,5
32,2023-06-01 05:55:00,299.0,299.0,299.0,299.0,42
33,2023-06-01 06:09:00,299.97,300.0,299.97,300.0,36
34,2023-06-01 06:11:00,300.0,300.0,300.0,300.0,13
35,2023-06-01 06:25:00,301.0,301.0,301.0,301.0,1
36,2023-06-01 06:26:00,300.0,302.0,300.0,302.0,3
37,2023-06-01 06:27:00,300.0,300.0,300.0,300.0,2
38,2023-06-01 06:37:00,309.0,309.0,309.0,309.0,1
39,2023-06-01 06:39:00,300.0,300.0,300.0,300.0,7
40,2023-06-01 06:41:00,298.17,300.85,298.0,300.85,31
41,2023-06-01 06:47:00,296.9,296.9,296.9,296.9,2
42,2023-06-01 06:48:00,296.85,296.9,296.85,296.9,12
43,2023-06-01 06:49:00,296.9,297.0,296.85,296.85,7
44,2023-06-01 06:50:00,296.85,296.85,296.85,296.85,2
45,2023-06-01 06:57:00,296.9,296.9,296.85,296.85,4
46,2023-06-01 06:59:00,297.92,297.92,297.92,297.92,2
47,2023-06-01 07:00:00,297.92,298.08,297.92,298.08,10
48,2023-06-01 07:03:00,296.85,296.85,296.85,296.85,3
49,2023-06-01 07:06:00,298.0,298.0,298.0,298.0,1
50,2023-06-01 07:14:00,298.0,298.0,296.85,296.85,39
51,2023-06-01 07:15:00,296.85,296.85,296.85,296.85,1
52,2023-06-01 07:16:00,298.0,298.0,298.0,298.0,10
53,2023-06-01 07:23:00,298.0,298.91,298.0,298.91,6
54,2023-06-01 07:29:00,296.91,296.91,296.85,296.85,6
55,2023-06-01 07:35:00,296.01,296.01,296.01,296.01,5
56,2023-06-01 07:40:00,297.95,297.95,297.95,297.95,3
57,2023-06-01 07:41:00,296.6,296.6,296.6,296.6,80
58,2023-06-01 07:42:00,296.85,296.85,296.85,296.85,1
59,2023-06-01 07:43:00,297.0,297.0,297.0,297.0,1
60,2023-06-01 07:48:00,297.8,298.0,296.85,296.85,72
61,2023-06-01 07:49:00,296.85,296.85,296.85,296.85,19
62,2023-06-01 07:50:00,296.85,298.0,296.02,296.85,4
63,2023-06-01 08:00:00,293.0,296.01,293.0,296.01,84
64,2023-06-01 08:01:00,299.9985,304.6485,293.0015,299.08,92
65,2023-06-01 08:02:00,299.07,299.11,297.99,297.99,18
66,2023-06-01 08:05:00,298.0,298.58,298.0,298.58,8
67,2023-06-01 08:06:00,298.42,298.42,298.42,298.42,1
68,2023-06-01 08:10:00,297.71,298.96,297.71,298.96,4
69,2023-06-01 08:15:00,299.0,299.0,299.0,299.0,4
70,2023-06-01 08:16:00,293.0,293.0,293.0,293.0,25
71,2023-06-01 08:17:00,297.01,297.01,297.01,297.01,1
72,2023-06-01 08:18:00,293.0015,293.0015,293.0015,293.0015,2
73,2023-06-01 08:30:00,296.21,296.21,296.21,296.21,9
74,2023-06-01 08:31:00,299.0,299.0,299.0,299.0,1
75,2023-06-01 08:32:00,305.5885,305.63,305.5885,305.63,5
76,2023-06-01 08:34:00,298.79,299.0,298.79,299.0,10
77,2023-06-01 08:35:00,298.96,300.0,298.96,300.0,2
78,2023-06-01 08:38:00,294.91,294.91,294.91,294.91,5
79,2023-06-01 08:48:00,298.57,298.57,298.57,298.57,15
80,2023-06-01 08:49:00,300.0,300.0,298.99,299.03,98
81,2023-06-01 08:50:00,298.96,304.8085,298.96,304.8085,2
82,2023-06-01 08:51:00,297.3,297.3,297.3,297.3,1
83,2023-06-01 08:53:00,299.95,303.5,299.95,303.5,36
84,2023-06-01 08:54:00,299.95,299.95,299.95,299.95,1
85,2023-06-01 09:05:00,298.57,299.95,297.29,297.29,17
86,2023-06-01 09:06:00,299.8285,299.8285,299.8285,299.8285,1
87,2023-06-01 09:08:00,296.02,298.56,295.31,298.56,146
88,2023-06-01 09:10:00,295.1,297.0,295.1,297.0,24
89,2023-06-01 09:11:00,297.0,297.0,296.1,296.1,7
90,2023-06-01 09:13:00,295.1,295.1,295.1,295.1,1
91,2023-06-01 09:15:00,296.1,296.1,296.1,296.1,1
92,2023-06-01 09:17:00,296.99,296.99,296.99,296.99,1
93,2023-06-01 09:20:00,299.33,299.33,294.5115,294.5115,6
94,2023-06-01 09:21:00,296.99,296.99,296.99,296.99,22
95,2023-06-01 09:25:00,296.22,296.22,296.22,296.22,5
96,2023-06-01 09:29:00,296.22,297.0,296.22,297.0,11
97,2023-06-01 09:30:00,297.0,297.0,294.12,294.12,3214
98,2023-06-01 09:31:00,295.215,295.98,295.215,295.98,217
99,2023-06-01 09:32:00,296.145,296.145,293.7214,293.7214,896
100,2023-06-01 09:34:00,291.5,292.3481,291.5,292.3481,350
101,2023-06-01 09:35:00,293.915,294.2,293.915,294.2,337
102,2023-06-01 09:36:00,294.99,294.99,294.99,294.99,252
103,2023-06-01 09:37:00,296.55,296.55,296.55,296.55,767
104,2023-06-01 09:38:00,297.61,297.61,297.61,297.61,287
105,2023-06-01 09:43:00,295.0,295.0,294.2,294.2,1034
106,2023-06-01 09:44:00,293.32,293.32,293.32,293.32,240
107,2023-06-01 09:45:00,294.9325,294.9325,294.9325,294.9325,245
108,2023-06-01 09:46:00,295.4419,295.4419,295.4419,295.4419,243
109,2023-06-01 09:47:00,294.0558,294.075,294.0558,294.075,246
110,2023-06-01 09:48:00,293.7305,293.7305,292.5,292.5,508
111,2023-06-01 09:49:00,292.7795,292.7795,292.0,292.595,1143
112,2023-06-01 09:50:00,293.3,293.36,293.3,293.36,535
113,2023-06-01 09:52:00,291.605,291.605,291.385,291.385,583
114,2023-06-01 09:53:00,290.0,290.259,289.33,289.99,2242
115,2023-06-01 09:54:00,291.1,291.15,291.1,291.15,502
116,2023-06-01 09:56:00,291.75,291.75,291.36,291.37,617
117,2023-06-01 10:02:00,293.2801,293.2801,292.89,292.89,910
118,2023-06-01 10:08:00,293.0,293.0,293.0,293.0,261
119,2023-06-01 10:10:00,292.64,292.68,292.64,292.68,225
120,2023-06-01 10:12:00,293.52,293.52,293.52,293.52,204
121,2023-06-01 10:13:00,293.07,293.07,293.07,293.07,542
122,2023-06-01 10:14:00,294.24,294.36,293.9722,293.9722,695
123,2023-06-01 10:16:00,295.4,295.4,295.4,295.4,357
124,2023-06-01 10:17:00,294.21,294.21,294.04,294.04,720
125,2023-06-01 10:19:00,293.57,293.57,293.57,293.57,128
126,2023-06-01 10:25:00,294.48,294.48,293.95,294.01,659
127,2023-06-01 10:26:00,293.7701,293.7701,293.7701,293.7701,190
128,2023-06-01 10:28:00,293.51,293.51,293.51,293.51,189
129,2023-06-01 10:29:00,294.4299,294.4299,294.4299,294.4299,178
130,2023-06-01 10:30:00,293.28,293.28,293.28,293.28,174
131,2023-06-01 10:33:00,294.725,294.725,294.52,294.52,485
132,2023-06-01 10:35:00,296.0,296.8,296.0,296.8,768
133,2023-06-01 10:38:00,295.93,295.93,295.93,295.93,622
134,2023-06-01 10:42:00,298.52,298.52,298.52,298.52,178
135,2023-06-01 10:43:00,298.86,298.86,298.86,298.86,411
136,2023-06-01 10:46:00,298.43,299.0,298.43,299.0,639
137,2023-06-01 10:48:00,298.5,298.51,297.59,297.59,1088
138,2023-06-01 10:49:00,298.72,298.72,298.72,298.72,174
139,2023-06-01 10:50:00,299.24,299.24,299.24,299.24,117
140,2023-06-01 10:51:00,300.0,300.24,300.0,300.24,924
141,2023-06-01 10:52:00,299.98,299.98,299.98,299.98,230
142,2023-06-01 10:55:00,302.03,302.03,302.0,302.0,633
143,2023-06-01 10:56:00,302.29,302.29,302.29,302.29,330
144,2023-06-01 10:59:00,301.84,301.84,301.84,301.84,165
145,2023-06-01 11:00:00,300.96,301.16,300.96,301.16,407
146,2023-06-01 11:02:00,300.7,300.769,300.45,300.45,1257
147,2023-06-01 11:03:00,300.92,300.92,300.45,300.45,395
148,2023-06-01 11:05:00,300.0,300.5705,300.0,300.5705,334
149,2023-06-01 11:06:00,301.0,301.0,300.9566,300.9566,680
150,2023-06-01 11:09:00,300.21,300.21,299.77,299.77,245
151,2023-06-01 11:15:00,301.7,302.03,301.7,302.03,559
152,2023-06-01 11:16:00,302.285,302.285,301.9334,301.9334,787
153,2023-06-01 11:17:00,301.86,301.86,301.86,301.86,717
154,2023-06-01 11:18:00,301.3554,301.3554,301.3554,301.3554,184
155,2023-06-01 11:19:00,302.205,302.3876,302.205,302.3876,726
156,2023-06-01 11:20:00,302.5,302.8,302.5,302.8,754
157,2023-06-01 11:21:00,303.0,303.0,303.0,303.0,465
158,2023-06-01 11:22:00,303.66,303.67,303.39,303.39,633
159,2023-06-01 11:23:00,304.0,304.1,304.0,304.1,1306
160,2023-06-01 11:24:00,305.0,305.21,305.0,305.21,437
161,2023-06-01 11:25:00,304.7599,304.7599,304.7599,304.7599,219
162,2023-06-01 11:27:00,305.4913,305.4913,305.4913,305.4913,221
163,2023-06-01 11:28:00,306.0,306.38,306.0,306.38,526
164,2023-06-01 11:29:00,306.76,306.768,306.5543,306.5543,553
165,2023-06-01 11:30:00,306.15,306.7,306.15,306.7,429
166,2023-06-01 11:31:00,305.0,305.0,304.82,304.82,387
167,2023-06-01 11:33:00,305.17,305.17,305.17,305.17,145
168,2023-06-01 11:35:00,304.0,304.0,304.0,304.0,355
169,2023-06-01 11:37:00,305.06,305.06,305.06,305.06,120
170,2023-06-01 11:38:00,305.0,305.0,304.755,304.755,398
171,2023-06-01 11:40:00,304.76,305.0,304.76,305.0,970
172,2023-06-01 11:42:00,304.47,304.47,304.47,304.47,150
173,2023-06-01 11:43:00,305.695,305.695,305.695,305.695,344
174,2023-06-01 11:44:00,305.5,305.5,305.5,305.5,412
175,2023-06-01 11:46:00,305.09,305.09,305.09,305.09,505
176,2023-06-01 11:48:00,304.76,304.76,304.75,304.75,633
177,2023-06-01 11:50:00,304.43,304.43,304.43,304.43,222
178,2023-06-01 11:53:00,305.03,305.03,305.03,305.03,207
179,2023-06-01 11:54:00,304.7,304.7,304.61,304.61,220
180,2023-06-01 11:55:00,304.66,304.66,304.66,304.66,401
181,2023-06-01 11:56:00,305.18,305.3433,305.18,305.3433,620
182,2023-06-01 11:58:00,305.74,305.74,305.07,305.07,814
183,2023-06-01 12:02:00,305.08,306.015,305.04,306.015,1281
184,2023-06-01 12:03:00,306.12,306.12,306.12,306.12,101
185,2023-06-01 12:04:00,306.18,306.56,306.1708,306.56,840
186,2023-06-01 12:05:00,306.6,306.6,306.6,306.6,734
187,2023-06-01 12:06:00,307.0,307.0,307.0,307.0,297
188,2023-06-01 12:11:00,306.56,306.56,306.56,306.56,205
189,2023-06-01 12:14:00,307.98,307.98,307.98,307.98,282
190,2023-06-01 12:15:00,307.7917,307.7917,307.7917,307.7917,401
191,2023-06-01 12:16:00,306.77,306.77,306.77,306.77,135
192,2023-06-01 12:18:00,308.29,308.29,308.29,308.29,135
193,2023-06-01 12:19:00,308.31,308.33,308.31,308.32,522
194,2023-06-01 12:20:00,308.5755,308.87,308.5755,308.87,615
195,2023-06-01 12:21:00,308.87,308.87,308.87,308.87,663
196,2023-06-01 12:22:00,308.66,308.66,308.66,308.66,444
197,2023-06-01 12:23:00,308.875,308.875,308.875,308.875,305
198,2023-06-01 12:24:00,308.5001,308.5001,308.5,308.5,271
199,2023-06-01 12:25:00,309.0,309.0,309.0,309.0,156
200,2023-06-01 12:26:00,309.62,309.62,309.57,309.57,816
201,2023-06-01 12:27:00,310.01,310.04,310.0,310.0,733
202,2023-06-01 12:28:00,309.8502,309.8502,309.8502,309.8502,309
203,2023-06-01 12:30:00,310.51,310.51,310.51,310.51,177
204,2023-06-01 12:31:00,310.51,310.51,310.51,310.51,337
205,2023-06-01 12:33:00,310.3,310.58,310.3,310.58,283
206,2023-06-01 12:34:00,310.245,310.245,309.69,309.69,784
207,2023-06-01 12:35:00,309.5081,309.5081,309.5081,309.5081,384
208,2023-06-01 12:36:00,309.882,309.882,309.55,309.55,469
209,2023-06-01 12:38:00,308.43,308.43,308.43,308.43,200
210,2023-06-01 12:40:00,308.64,308.64,308.64,308.64,448
211,2023-06-01 12:42:00,309.575,309.76,309.575,309.76,205
